timestamp,joint_names,desired_positions,actual_positions,error_positions,desired_velocities,actual_velocities
1755197452.8847396,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.6362323450315059, -0.9345639817633906, 0.6362323450315059, -0.9345639817633906, 0.6362323450315059, 0.6362323450315059]","[0.6273559331893921, -0.9434532088092347, 0.6272767225848597, -0.9434647721103211, 0.6272885799407959, 0.6273067593574524]","[0.008876411842113852, 0.00888922704584405, 0.008955622446646272, 0.008900790346930476, 0.008943765090710043, 0.008925585674053549]","[0.2905747698796366, 0.2905747698796366, 0.2905747698796366, 0.2905747698796366, 0.2905747698796366, 0.2905747698796366]","[0.301309198141098, 0.2985890507698059, 0.29897990822792053, 0.3003827929496765, 0.2879023849964142, 0.2981310188770294]"
1755197452.9332292,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.6504727625520852, -0.9203235642428114, 0.6504727625520852, -0.9203235642428114, 0.6504727625520852, 0.6504727625520852]","[0.6412498354911804, -0.9293227952769776, 0.6413224379168909, -0.9295097154429932, 0.6413020491600037, 0.6413618326187134]","[0.009222927060904773, 0.008999231034166222, 0.009150324635194274, 0.009186151200181847, 0.009170713392081531, 0.009110929933371814]","[0.27870933987500335, 0.27870933987500335, 0.27870933987500335, 0.27870933987500335, 0.27870933987500335, 0.27870933987500335]","[0.2844477593898773, 0.28328394889831543, 0.2874581813812256, 0.2873934507369995, 0.275357723236084, 0.27809470891952515]"
1755197452.9924078,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.6640980289015634, -0.9066982978933331, 0.6640980289015634, -0.9066982978933331, 0.6640980289015634, 0.6640980289015634]","[0.6558533906936646, -0.9149851363948365, 0.6558645407306116, -0.9149245184710999, 0.6558057069778442, 0.655779242515564]","[0.008244638207898891, 0.008286838501503357, 0.00823348817095182, 0.008226220577766785, 0.008292321923719204, 0.008318786385999477]","[0.26647790216353906, 0.26647790216353906, 0.26647790216353906, 0.26647790216353906, 0.26647790216353906, 0.26647790216353906]","[0.27403390407562256, 0.27118951082229614, 0.2712268531322479, 0.2654675245285034, 0.2684440314769745, 0.2606561779975891]"
1755197453.035741,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.6771113220910383, -0.8936850047038583, 0.6771113220910383, -0.8936850047038583, 0.6771113220910383, 0.6771113220910383]","[0.6686940789222717, -0.9018787902644654, 0.6688898245440882, -0.9020525378039856, 0.6686554551124573, 0.6687610149383545]","[0.008417243168766575, 0.008193785560607125, 0.008221497546950118, 0.008367533100127389, 0.008455866978581028, 0.008350307152683811]","[0.25386098663112255, 0.25386098663112255, 0.25386098663112255, 0.25386098663112255, 0.25386098663112255, 0.25386098663112255]","[0.26306256651878357, 0.2651841342449188, 0.26184147596359253, 0.265686571598053, 0.25211387872695923, 0.2589206397533417]"
1755197453.1136904,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.6894714913504909, -0.8813248354444057, 0.6894714913504909, -0.8813248354444057, 0.6894714913504909, 0.6894714913504909]","[0.6819466948509216, -0.8889339131167908, 0.6819642225848597, -0.8886054319194336, 0.682026743888855, 0.6820855140686035]","[0.007524796499569275, 0.007609077672385167, 0.0075072687656312365, 0.0072805964750279895, 0.0074447474616359255, 0.00738597728188739]","[0.24088077671424912, 0.24088077671424912, 0.24088077671424912, 0.24088077671424912, 0.24088077671424912, 0.24088077671424912]","[0.24838730692863464, 0.2461090236902237, 0.248190775513649, 0.24633143842220306, 0.2363583743572235, 0.2570936679840088]"
1755197453.1429086,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7011951369122873, -0.8696011898826093, 0.7011951369122873, -0.8696011898826093, 0.7011951369122873, 0.7011951369122873]","[0.6938366889953613, -0.8769331735423584, 0.6938365141498011, -0.8771411341479798, 0.6936917901039124, 0.6936805248260498]","[0.00735844791692597, 0.007331983659749186, 0.007358622762486222, 0.007539944265370524, 0.007503346808374944, 0.007514612086237493]","[0.22749871863787696, 0.22749871863787696, 0.22749871863787696, 0.22749871863787696, 0.22749871863787696, 0.22749871863787696]","[0.23682990670204163, 0.23951756954193115, 0.23937170207500458, 0.2493489384651184, 0.2311094105243683, 0.22865290939807892]"
1755197453.1776567,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7122223141234167, -0.8585740126714798, 0.7122223141234167, -0.8585740126714798, 0.7122223141234167, 0.7122223141234167]","[0.7054690718650818, -0.8651514810374756, 0.7055800596820276, -0.8653422159007569, 0.7056118845939636, 0.7055686712265015]","[0.006753242258334957, 0.00657746836599582, 0.006642254441389106, 0.00676820322927707, 0.006610429529453121, 0.0066536428969152794]","[0.2137612713917838, 0.2137612713917838, 0.2137612713917838, 0.2137612713917838, 0.2137612713917838, 0.2137612713917838]","[0.22083011269569397, 0.21877500414848328, 0.21715234220027924, 0.22191132605075836, 0.22723062336444855, 0.22651730477809906]"
1755197453.2753096,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7225579408936653, -0.8482383859012312, 0.7225579408936653, -0.8482383859012312, 0.7225579408936653, 0.7225579408936653]","[0.7159325480461121, -0.854851560001709, 0.715921703969137, -0.8547747892192383, 0.7158611416816711, 0.7158989310264587]","[0.0066253928475532575, 0.006613174100477792, 0.006636236924528305, 0.006536403318007089, 0.0066967992119941755, 0.006659009867206578]","[0.1996409783320212, 0.1996409783320212, 0.1996409783320212, 0.1996409783320212, 0.1996409783320212, 0.1996409783320212]","[0.20945648849010468, 0.2098340392112732, 0.20819471776485443, 0.2016107738018036, 0.21444560587406158, 0.22833147644996643]"
1755197453.2830408,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7321820214982897, -0.8386143052966069, 0.7321820214982897, -0.8386143052966069, 0.7321820214982897, 0.7321820214982897]","[0.7260293960571289, -0.8445626658252259, 0.7261241118060511, -0.8447776597789307, 0.7260751724243164, 0.7260338664054871]","[0.006152625441160797, 0.005948360528619023, 0.006057909692238628, 0.006163354482323857, 0.006106849073973297, 0.006148155092802643]","[0.18513770275846442, 0.18513770275846442, 0.18513770275846442, 0.18513770275846442, 0.18513770275846442, 0.18513770275846442]","[0.1943446844816208, 0.19814340770244598, 0.1935172826051712, 0.19023184478282928, 0.20124642550945282, 0.20150436460971832]"
1755197453.3694787,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7410753951319151, -0.8297209316629814, 0.7410753951319151, -0.8297209316629814, 0.7410753951319151, 0.7410753951319151]","[0.7353294491767883, -0.835411326294281, 0.7353413740741175, -0.8354156178287049, 0.7354061007499695, 0.7354081273078918]","[0.0057459459551267855, 0.005690394631299611, 0.005734021057797634, 0.005694686165723439, 0.005669294381945633, 0.00566726782402327]","[0.17024990705934506, 0.17024990705934506, 0.17024990705934506, 0.17024990705934506, 0.17024990705934506, 0.17024990705934506]","[0.1798122525215149, 0.17296727001667023, 0.17860369384288788, 0.1827659010887146, 0.173350989818573, 0.18227556347846985]"
1755197453.3811538,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.749206050666924, -0.8215902761279725, 0.749206050666924, -0.8215902761279725, 0.749206050666924, 0.749206050666924]","[0.7439727187156677, -0.8268394035151978, 0.7439406553851526, -0.8267209690860291, 0.7440091967582703, 0.7440441250801086]","[0.005233331951256304, 0.005249127387225272, 0.00526539528177139, 0.005130692958056571, 0.005196853908653765, 0.005161925586815386]","[0.15500102568051277, 0.15500102568051277, 0.15500102568051277, 0.15500102568051277, 0.15500102568051277, 0.15500102568051277]","[0.16505107283592224, 0.1678570657968521, 0.1665349304676056, 0.1619873195886612, 0.16131530702114105, 0.17123214900493622]"
1755197453.4287362,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7565620921611891, -0.8142342346337075, 0.7565620921611891, -0.8142342346337075, 0.7565620921611891, 0.7565620921611891]","[0.7519850134849548, -0.8186092537692566, 0.7520178000079554, -0.818837122326233, 0.7518556714057922, 0.7518530488014221]","[0.0045770786762342475, 0.004375019135549163, 0.004544292153233709, 0.004602887692525481, 0.004706420755396845, 0.004709043359766962]","[0.1393820698705477, 0.1393820698705477, 0.1393820698705477, 0.1393820698705477, 0.1393820698705477, 0.1393820698705477]","[0.15105628967285156, 0.154256671667099, 0.1499074250459671, 0.14863303303718567, 0.1458759903907776, 0.13667012751102448]"
1755197453.5258794,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7631330225230046, -0.8076633042718919, 0.7631330225230046, -0.8076633042718919, 0.7631330225230046, 0.7631330225230046]","[0.7591928243637085, -0.8114264172366639, 0.7592938582049769, -0.8116718691638489, 0.7592501044273376, 0.7592222094535828]","[0.003940198159296138, 0.003763112964771942, 0.003839164318027777, 0.0040085648919570005, 0.0038829180956669873, 0.00391081306942187]","[0.12337430628330437, 0.12337430628330437, 0.12337430628330437, 0.12337430628330437, 0.12337430628330437, 0.12337430628330437]","[0.1292065531015396, 0.12664195895195007, 0.12944217026233673, 0.12641102075576782, 0.13466879725456238, 0.12298157066106796]"
1755197453.6657393,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.768893985071045, -0.8019023417238516, 0.768893985071045, -0.8019023417238516, 0.768893985071045, 0.768893985071045]","[0.7652228474617004, -0.8056637209704895, 0.7651355902301233, -0.8056186002543946, 0.7652747631072998, 0.7653236389160156]","[0.003671137609344566, 0.003761379246637997, 0.003758394840921664, 0.0037162585305430262, 0.0036192219637452006, 0.0035703461550293802]","[0.1069898038771131, 0.1069898038771131, 0.1069898038771131, 0.1069898038771131, 0.1069898038771131, 0.1069898038771131]","[0.11824256926774979, 0.11623785644769669, 0.11823124438524246, 0.11946552246809006, 0.11061389744281769, 0.10377968102693558]"
1755197453.6663504,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7738309755063737, -0.7969653512885229, 0.7738309755063737, -0.7969653512885229, 0.7738309755063737, 0.7738309755063737]","[0.7706751823425293, -0.8001713317683716, 0.7706244627581995, -0.8001055878451844, 0.770707905292511, 0.7707153558731079]","[0.0031557931638444003, 0.003205980479848769, 0.003206512748174184, 0.003140236556661513, 0.003123070213862711, 0.003115619633265787]","[0.09021053670182777, 0.09021053670182777, 0.09021053670182777, 0.09021053670182777, 0.09021053670182777, 0.09021053670182777]","[0.10164277255535126, 0.10252245515584946, 0.10689114034175873, 0.09432480484247208, 0.1161310151219368, 0.1208348497748375]"
1755197453.6669142,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7779103026047403, -0.7928860241901563, 0.7779103026047403, -0.7928860241901563, 0.7779103026047403, 0.7779103026047403]","[0.7753545641899109, -0.7954202455333252, 0.7754033247577112, -0.7953403753093262, 0.7753797769546509, 0.7753371596336365]","[0.002555738414829367, 0.002534221343168941, 0.002506977847029024, 0.0024543511191699174, 0.002530525650089377, 0.002573142971103781]","[0.07309292664383249, 0.07309292664383249, 0.07309292664383249, 0.07309292664383249, 0.07309292664383249, 0.07309292664383249]","[0.08666718006134033, 0.08589252829551697, 0.08571743965148926, 0.09696777164936066, 0.0746883898973465, 0.07357369363307953]"
1755197453.6786113,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7811287145233861, -0.7896676122715105, 0.7811287145233861, -0.7896676122715105, 0.7811287145233861, 0.7811287145233861]","[0.7792996168136597, -0.7912725371173401, 0.7793529669391077, -0.7914530795863648, 0.7791483998298645, 0.7792348265647888]","[0.0018290977097263905, 0.0016049248458296361, 0.0017757475842783421, 0.0017854673148542943, 0.0019803146935215565, 0.0018938879585972401]","[0.0555779091154045, 0.0555779091154045, 0.0555779091154045, 0.0555779091154045, 0.0555779091154045, 0.0555779091154045]","[0.06535620987415314, 0.06516298651695251, 0.065171979367733, 0.06584826111793518, 0.06075824424624443, 0.05820509418845177]"
1755197453.7538834,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7834623429273173, -0.7873339838675792, 0.7834623429273173, -0.7873339838675792, 0.7834623429273173, 0.7834623429273173]","[0.7820296883583069, -0.7884625357440491, 0.7821410338031214, -0.788671688442566, 0.7821362614631653, 0.7819808125495911]","[0.0014326545690104275, 0.0011285518764698743, 0.001321309124195924, 0.00133770457498672, 0.001326081464152029, 0.0014815303777262478]","[0.03768193206670212, 0.03768193206670212, 0.03768193206670212, 0.03768193206670212, 0.03768193206670212, 0.03768193206670212]","[0.05044514685869217, 0.04668104648590088, 0.04943808540701866, 0.057885777205228806, 0.04384542629122734, 0.04443887621164322]"
1755197453.8118212,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7848921655954011, -0.7859041611994955, 0.7848921655954011, -0.7859041611994955, 0.7848921655954011, 0.7848921655954011]","[0.7842380404472351, -0.7864215534976502, 0.784179989491598, -0.7866857212832947, 0.7842012047767639, 0.784287691116333]","[0.0006541251481659849, 0.0005173922981547285, 0.0007121761038031416, 0.0007815600837992598, 0.0006909608186371763, 0.0006044744790680845]","[0.01939661033410567, 0.01939661033410567, 0.01939661033410567, 0.01939661033410567, 0.01939661033410567, 0.01939661033410567]","[0.030007224529981613, 0.027776287868618965, 0.02939191274344921, 0.025799890980124474, 0.03949077054858208, 0.03783433511853218]"
1755197453.8427339,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.7853973888515253, -0.7853989379433712, 0.7853973888515253, -0.7853989379433712, 0.7853973888515253, 0.7853973888515253]","[0.785142183303833, -0.7856291693500062, 0.7850750128375452, -0.785695032482483, 0.7852122187614441, 0.7851648926734924]","[0.0002552055476923165, 0.0002302314066349176, 0.00032237601398010796, 0.00029609453911172423, 0.00018517009008123253, 0.00023249617803289269]","[0.0007639883196859376, 0.0007639883196859376, 0.0007639883196859376, 0.0007639883196859376, 0.0007639883196859376, 0.0007639883196859376]","[0.012709557078778744, 0.009879736229777336, 0.012000919319689274, 0.016243748366832733, 0.010129616595804691, 0.01021423190832138]"
